series_id,surface
624,soft_pvc
625,hard_tiles_large_space
626,fine_concrete
627,concrete
628,carpet
629,soft_pvc
630,concrete
631,fine_concrete
632,wood
633,hard_tiles_large_space
634,concrete
635,concrete
636,fine_concrete
637,tiled
638,concrete
639,concrete
640,concrete
641,hard_tiles_large_space
642,concrete
643,soft_pvc
644,carpet
645,carpet
646,hard_tiles_large_space
647,hard_tiles_large_space
648,wood
649,hard_tiles_large_space
650,concrete
651,tiled
652,concrete
653,tiled
654,fine_concrete
655,concrete
656,tiled
657,concrete
658,soft_tiles
659,concrete
660,soft_pvc
661,soft_tiles
662,hard_tiles_large_space
663,concrete
664,wood
665,tiled
666,concrete
667,soft_pvc
668,soft_tiles
669,carpet
670,fine_concrete
671,concrete
672,tiled
673,concrete
674,soft_tiles
675,tiled
676,hard_tiles_large_space
677,concrete
678,concrete
679,concrete
680,concrete
681,concrete
682,concrete
683,soft_pvc
684,soft_tiles
685,soft_pvc
686,concrete
687,tiled
688,concrete
689,hard_tiles_large_space
690,tiled
691,concrete
692,fine_concrete
693,concrete
694,hard_tiles_large_space
695,carpet
696,fine_concrete
697,carpet
698,carpet
699,fine_concrete
700,tiled
701,concrete
702,concrete
703,tiled
704,concrete
705,hard_tiles_large_space
706,hard_tiles_large_space
707,wood
708,hard_tiles_large_space
709,soft_pvc
710,fine_concrete
711,tiled
712,concrete
713,concrete
714,concrete
715,hard_tiles_large_space
716,wood
717,concrete
718,tiled
719,concrete
720,concrete
721,hard_tiles_large_space
722,soft_pvc
723,soft_tiles
724,concrete
725,concrete
726,concrete
727,hard_tiles_large_space
728,fine_concrete
729,wood
730,tiled
731,hard_tiles_large_space
732,concrete
733,concrete
734,concrete
735,concrete
736,concrete
737,hard_tiles_large_space
738,tiled
739,soft_pvc
740,hard_tiles_large_space
741,fine_concrete
742,concrete
743,concrete
744,concrete
745,fine_concrete
746,concrete
747,concrete
748,tiled
749,fine_concrete
750,concrete
751,hard_tiles_large_space
752,concrete
753,soft_pvc
754,concrete
755,hard_tiles_large_space
756,concrete
757,soft_tiles
758,concrete
759,concrete
760,fine_concrete
761,carpet
762,concrete
763,hard_tiles_large_space
764,concrete
765,hard_tiles_large_space
766,hard_tiles_large_space
767,concrete
768,hard_tiles_large_space
769,soft_pvc
770,hard_tiles_large_space
771,concrete
772,fine_concrete
773,hard_tiles_large_space
774,tiled
775,concrete
776,concrete
777,concrete
778,tiled
779,concrete
780,wood
781,hard_tiles_large_space
782,tiled
783,hard_tiles_large_space
784,soft_tiles
785,hard_tiles_large_space
786,soft_pvc
787,hard_tiles_large_space
788,soft_tiles
789,hard_tiles_large_space
790,soft_pvc
791,wood
792,hard_tiles_large_space
793,concrete
794,carpet
795,hard_tiles_large_space
796,hard_tiles_large_space
797,fine_concrete
798,wood
799,concrete
800,soft_pvc
801,concrete
802,hard_tiles_large_space
803,concrete
804,concrete
805,hard_tiles_large_space
806,concrete
807,hard_tiles_large_space
808,concrete
809,soft_tiles
810,concrete
811,tiled
812,concrete
813,concrete
814,carpet
815,concrete
816,fine_concrete
817,concrete
818,hard_tiles_large_space
819,soft_pvc
820,tiled
821,concrete
822,soft_pvc
823,hard_tiles_large_space
824,concrete
825,concrete
826,concrete
827,concrete
828,hard_tiles_large_space
829,concrete
830,fine_concrete
831,concrete
832,soft_tiles
833,soft_pvc
834,soft_tiles
835,concrete
836,soft_pvc
837,soft_pvc
838,fine_concrete
839,soft_pvc
840,soft_tiles
841,soft_pvc
842,soft_pvc
843,hard_tiles_large_space
844,concrete
845,concrete
846,fine_concrete
847,concrete
848,tiled
849,hard_tiles_large_space
850,fine_concrete
851,hard_tiles_large_space
852,hard_tiles_large_space
853,soft_tiles
854,concrete
855,soft_pvc
856,carpet
857,fine_concrete
858,soft_pvc
859,concrete
860,hard_tiles_large_space
861,soft_tiles
862,fine_concrete
863,wood
864,tiled
865,tiled
866,concrete
867,soft_tiles
868,concrete
869,hard_tiles_large_space
870,soft_tiles
871,fine_concrete
872,tiled
873,tiled
874,hard_tiles_large_space
875,carpet
876,tiled
877,fine_concrete
878,tiled
879,hard_tiles_large_space
880,soft_pvc
881,carpet
882,concrete
883,fine_concrete
884,fine_concrete
885,carpet
886,concrete
887,tiled
888,hard_tiles_large_space
889,concrete
890,tiled
891,soft_pvc
892,hard_tiles_large_space
893,tiled
894,concrete
895,soft_pvc
896,fine_concrete
897,concrete
898,tiled
899,fine_concrete
900,tiled
901,fine_concrete
902,hard_tiles_large_space
903,hard_tiles_large_space
904,tiled
905,fine_concrete
906,fine_concrete
907,concrete
908,hard_tiles_large_space
909,fine_concrete
910,concrete
911,concrete
912,concrete
913,concrete
914,concrete
915,concrete
916,wood
917,tiled
918,concrete
919,soft_tiles
920,soft_pvc
921,concrete
922,hard_tiles_large_space
923,hard_tiles_large_space
924,concrete
925,tiled
926,concrete
927,hard_tiles_large_space
928,wood
929,tiled
930,hard_tiles_large_space
931,tiled
932,tiled
933,concrete
934,soft_tiles
935,tiled
936,fine_concrete
937,concrete
938,concrete
939,wood
940,concrete
941,tiled
942,soft_pvc
943,tiled
944,hard_tiles_large_space
945,hard_tiles_large_space
946,wood
947,soft_pvc
948,concrete
949,concrete
950,concrete
951,concrete
952,concrete
953,hard_tiles_large_space
954,concrete
955,concrete
956,concrete
957,concrete
958,concrete
959,hard_tiles_large_space
960,soft_pvc
961,fine_concrete
962,tiled
963,soft_pvc
964,concrete
965,concrete
966,tiled
967,soft_pvc
968,hard_tiles_large_space
969,soft_pvc
970,soft_pvc
971,concrete
972,fine_concrete
973,concrete
974,tiled
975,concrete
976,concrete
977,hard_tiles_large_space
978,carpet
979,hard_tiles_large_space
980,fine_concrete
981,hard_tiles_large_space
982,wood
983,concrete
984,concrete
985,soft_pvc
986,tiled
987,concrete
988,concrete
989,soft_pvc
990,fine_concrete
991,fine_concrete
992,concrete
993,soft_pvc
994,concrete
995,tiled
996,concrete
997,fine_concrete
998,hard_tiles_large_space
999,concrete
1000,concrete
1001,concrete
1002,soft_tiles
1003,hard_tiles_large_space
1004,wood
1005,soft_pvc
1006,fine_concrete
1007,tiled
1008,hard_tiles_large_space
1009,tiled
1010,tiled
1011,soft_pvc
1012,tiled
1013,carpet
1014,tiled
1015,tiled
1016,tiled
1017,concrete
1018,concrete
1019,fine_concrete
1020,concrete
1021,hard_tiles_large_space
1022,hard_tiles_large_space
1023,concrete
1024,concrete
1025,carpet
1026,hard_tiles_large_space
1027,soft_pvc
1028,concrete
1029,wood
1030,fine_concrete
1031,hard_tiles_large_space
1032,concrete
1033,wood
1034,hard_tiles_large_space
1035,carpet
1036,concrete
1037,concrete
1038,hard_tiles_large_space
1039,soft_pvc
1040,soft_pvc
1041,concrete
1042,fine_concrete
1043,concrete
1044,tiled
1045,concrete
1046,concrete
1047,concrete
1048,concrete
1049,concrete
1050,hard_tiles_large_space
1051,wood
1052,concrete
1053,concrete
1054,concrete
1055,soft_tiles
1056,concrete
1057,concrete
1058,tiled
1059,fine_concrete
1060,fine_concrete
1061,soft_pvc
1062,hard_tiles_large_space
1063,hard_tiles_large_space
1064,tiled
1065,soft_pvc
1066,hard_tiles_large_space
1067,tiled
1068,tiled
1069,carpet
1070,hard_tiles_large_space
1071,soft_pvc
1072,soft_pvc
1073,concrete
1074,wood
1075,concrete
1076,tiled
1077,fine_concrete
1078,concrete
1079,carpet
1080,concrete
1081,hard_tiles_large_space
1082,concrete
1083,fine_concrete
1084,soft_pvc
1085,tiled
1086,carpet
1087,soft_pvc
1088,concrete
1089,carpet
1090,hard_tiles_large_space
1091,hard_tiles_large_space
1092,tiled
1093,tiled
1094,hard_tiles_large_space
1095,soft_pvc
1096,concrete
1097,hard_tiles_large_space
1098,soft_pvc
1099,concrete
1100,hard_tiles_large_space
1101,concrete
1102,soft_pvc
1103,fine_concrete
1104,concrete
1105,fine_concrete
1106,concrete
1107,hard_tiles_large_space
1108,carpet
1109,concrete
1110,carpet
1111,fine_concrete
1112,soft_pvc
1113,fine_concrete
1114,fine_concrete
1115,fine_concrete
1116,concrete
1117,concrete
1118,concrete
1119,concrete
1120,tiled
1121,hard_tiles_large_space
1122,concrete
1123,concrete
1124,tiled
1125,concrete
1126,concrete
1127,hard_tiles_large_space
1128,soft_tiles
1129,concrete
1130,carpet
1131,soft_pvc
1132,concrete
1133,concrete
1134,concrete
1135,soft_pvc
1136,tiled
1137,soft_pvc
1138,fine_concrete
1139,soft_tiles
1140,carpet
1141,concrete
1142,fine_concrete
1143,soft_pvc
1144,fine_concrete
1145,soft_pvc
1146,concrete
1147,concrete
1148,concrete
1149,concrete
1150,tiled
1151,concrete
1152,concrete
1153,soft_pvc
1154,carpet
1155,concrete
1156,soft_pvc
1157,tiled
1158,tiled
1159,fine_concrete
1160,concrete
1161,concrete
1162,concrete
1163,soft_tiles
1164,concrete
1165,carpet
1166,fine_concrete
1167,hard_tiles_large_space
1168,soft_pvc
1169,wood
1170,hard_tiles_large_space
1171,hard_tiles_large_space
1172,hard_tiles_large_space
1173,concrete
1174,concrete
1175,carpet
1176,concrete
1177,hard_tiles_large_space
1178,soft_pvc
1179,hard_tiles_large_space
1180,soft_pvc
1181,soft_tiles
1182,fine_concrete
1183,concrete
1184,soft_tiles
1185,soft_pvc
1186,tiled
1187,concrete
1188,tiled
1189,concrete
1190,carpet
1191,soft_tiles
1192,tiled
1193,carpet
1194,hard_tiles_large_space
1195,concrete
1196,soft_pvc
1197,concrete
1198,concrete
1199,concrete
1200,tiled
1201,concrete
1202,concrete
1203,concrete
1204,concrete
1205,concrete
1206,wood
1207,concrete
1208,hard_tiles_large_space
1209,soft_tiles
1210,concrete
1211,tiled
1212,hard_tiles_large_space
1213,soft_tiles
1214,tiled
1215,hard_tiles_large_space
1216,hard_tiles_large_space
1217,hard_tiles_large_space
1218,fine_concrete
1219,hard_tiles_large_space
1220,soft_pvc
1221,soft_pvc
1222,wood
1223,concrete
1224,soft_tiles
1225,soft_pvc
1226,hard_tiles_large_space
1227,concrete
1228,soft_pvc
1229,wood
1230,hard_tiles_large_space
1231,soft_pvc
1232,soft_pvc
1233,wood
1234,wood
1235,soft_tiles
1236,soft_pvc
1237,hard_tiles_large_space
1238,concrete
1239,concrete
1240,concrete
1241,wood
1242,tiled
1243,concrete
1244,hard_tiles_large_space
1245,tiled
1246,concrete
1247,tiled
1248,concrete
1249,concrete
1250,concrete
1251,concrete
1252,concrete
1253,fine_concrete
1254,fine_concrete
1255,concrete
1256,concrete
1257,tiled
1258,concrete
1259,concrete
1260,wood
1261,hard_tiles_large_space
1262,fine_concrete
1263,concrete
1264,concrete
1265,fine_concrete
1266,hard_tiles_large_space
1267,fine_concrete
1268,soft_pvc
1269,concrete
1270,carpet
1271,hard_tiles_large_space
1272,fine_concrete
1273,wood
1274,soft_pvc
1275,fine_concrete
1276,hard_tiles_large_space
1277,concrete
1278,hard_tiles_large_space
1279,carpet
1280,concrete
1281,soft_pvc
1282,hard_tiles_large_space
1283,hard_tiles_large_space
1284,concrete
1285,fine_concrete
1286,tiled
1287,concrete
1288,concrete
1289,soft_pvc
1290,concrete
1291,soft_tiles
1292,hard_tiles_large_space
1293,concrete
1294,fine_concrete
1295,tiled
1296,wood
1297,concrete
1298,concrete
1299,concrete
1300,tiled
1301,soft_pvc
1302,tiled
1303,fine_concrete
1304,concrete
1305,soft_tiles
1306,hard_tiles_large_space
1307,concrete
1308,hard_tiles_large_space
1309,soft_tiles
1310,concrete
1311,concrete
1312,concrete
1313,fine_concrete
1314,hard_tiles_large_space
1315,carpet
1316,concrete
1317,soft_tiles
1318,hard_tiles_large_space
1319,tiled
1320,tiled
1321,tiled
1322,carpet
1323,concrete
1324,soft_pvc
1325,hard_tiles_large_space
1326,concrete
1327,fine_concrete
1328,wood
1329,concrete
1330,tiled
1331,concrete
1332,carpet
1333,concrete
1334,concrete
1335,hard_tiles_large_space
1336,concrete
1337,tiled
1338,hard_tiles_large_space
1339,hard_tiles_large_space
1340,fine_concrete
1341,concrete
1342,tiled
1343,carpet
1344,concrete
1345,fine_concrete
1346,soft_pvc
1347,soft_pvc
1348,tiled
1349,hard_tiles_large_space
1350,hard_tiles_large_space
1351,concrete
1352,soft_tiles
1353,concrete
1354,soft_tiles
1355,concrete
1356,carpet
1357,concrete
1358,concrete
1359,wood
1360,concrete
1361,hard_tiles_large_space
1362,hard_tiles_large_space
1363,wood
1364,tiled
1365,tiled
1366,hard_tiles_large_space
1367,soft_pvc
1368,tiled
1369,soft_tiles
1370,soft_pvc
1371,soft_pvc
1372,tiled
1373,soft_tiles
1374,concrete
1375,hard_tiles_large_space
1376,concrete
1377,hard_tiles_large_space
1378,carpet
1379,soft_pvc
1380,fine_concrete
1381,tiled
1382,concrete
1383,hard_tiles_large_space
1384,hard_tiles_large_space
1385,hard_tiles_large_space
1386,concrete
1387,fine_concrete
1388,carpet
1389,tiled
1390,hard_tiles_large_space
1391,tiled
1392,fine_concrete
1393,concrete
1394,soft_pvc
1395,concrete
1396,concrete
1397,concrete
1398,concrete
1399,hard_tiles_large_space
1400,carpet
1401,concrete
1402,concrete
1403,soft_pvc
1404,hard_tiles_large_space
1405,concrete
1406,hard_tiles_large_space
1407,concrete
1408,tiled
1409,soft_pvc
1410,concrete
1411,carpet
1412,concrete
1413,concrete
1414,concrete
1415,concrete
1416,hard_tiles_large_space
1417,fine_concrete
1418,concrete
1419,soft_pvc
1420,soft_pvc
1421,wood
1422,carpet
1423,concrete
1424,concrete
1425,soft_pvc
1426,concrete
1427,hard_tiles_large_space
1428,carpet
1429,concrete
1430,concrete
1431,hard_tiles_large_space
1432,concrete
1433,soft_tiles
1434,fine_concrete
1435,carpet
1436,tiled
1437,fine_concrete
1438,tiled
1439,concrete
1440,carpet
1441,soft_pvc
1442,concrete
1443,soft_pvc
1444,hard_tiles_large_space
1445,wood
1446,soft_tiles
1447,concrete
1448,soft_tiles
1449,concrete
1450,concrete
1451,hard_tiles_large_space
1452,concrete
1453,wood
1454,wood
1455,tiled
1456,fine_concrete
1457,soft_pvc
1458,concrete
1459,concrete
1460,fine_concrete
1461,concrete
1462,concrete
1463,soft_tiles
1464,hard_tiles_large_space
1465,tiled
1466,tiled
1467,concrete
1468,soft_pvc
1469,concrete
1470,hard_tiles_large_space
1471,concrete
1472,soft_pvc
1473,concrete
1474,hard_tiles_large_space
1475,concrete
1476,concrete
1477,hard_tiles_large_space
1478,soft_pvc
1479,concrete
1480,wood
1481,fine_concrete
1482,concrete
1483,concrete
1484,fine_concrete
1485,concrete
1486,concrete
1487,tiled
1488,tiled
1489,hard_tiles_large_space
1490,fine_concrete
1491,soft_pvc
1492,soft_tiles
1493,concrete
1494,concrete
1495,concrete
1496,tiled
1497,tiled
1498,soft_pvc
1499,hard_tiles_large_space
1500,fine_concrete
1501,concrete
1502,concrete
1503,concrete
1504,fine_concrete
1505,soft_tiles
1506,hard_tiles_large_space
1507,soft_pvc
1508,hard_tiles_large_space
1509,concrete
1510,soft_pvc
1511,tiled
1512,hard_tiles_large_space
1513,hard_tiles_large_space
1514,concrete
1515,hard_tiles_large_space
1516,hard_tiles_large_space
1517,concrete
1518,concrete
1519,fine_concrete
1520,soft_pvc
1521,carpet
1522,concrete
1523,concrete
1524,fine_concrete
1525,tiled
1526,concrete
1527,hard_tiles_large_space
1528,soft_pvc
1529,hard_tiles_large_space
1530,concrete
1531,fine_concrete
1532,concrete
1533,concrete
1534,concrete
1535,fine_concrete
1536,hard_tiles_large_space
1537,concrete
1538,carpet
1539,concrete
1540,tiled
1541,concrete
1542,concrete
1543,fine_concrete
1544,soft_tiles
1545,soft_pvc
1546,soft_pvc
1547,concrete
1548,soft_tiles
1549,tiled
1550,tiled
1551,concrete
1552,soft_tiles
1553,fine_concrete
1554,tiled
1555,tiled
1556,soft_pvc
1557,fine_concrete
1558,soft_pvc
1559,hard_tiles_large_space
1560,hard_tiles_large_space
1561,concrete
1562,soft_pvc
1563,soft_pvc
1564,concrete
1565,concrete
1566,fine_concrete
1567,hard_tiles_large_space
1568,hard_tiles_large_space
1569,soft_tiles
1570,concrete
1571,concrete
1572,concrete
1573,concrete
1574,concrete
1575,concrete
1576,concrete
1577,hard_tiles_large_space
1578,tiled
1579,tiled
1580,hard_tiles_large_space
1581,soft_pvc
1582,tiled
1583,hard_tiles_large_space
1584,tiled
1585,concrete
1586,concrete
1587,tiled
1588,hard_tiles_large_space
1589,concrete
1590,tiled
1591,soft_pvc
1592,concrete
1593,concrete
1594,wood
1595,concrete
1596,tiled
1597,concrete
1598,carpet
1599,hard_tiles_large_space
1600,concrete
1601,fine_concrete
1602,soft_pvc
1603,concrete
1604,soft_pvc
1605,concrete
1606,soft_pvc
1607,concrete
1608,hard_tiles_large_space
1609,carpet
1610,concrete
1611,concrete
1612,soft_pvc
1613,soft_pvc
1614,fine_concrete
1615,concrete
1616,carpet
1617,concrete
1618,concrete
1619,soft_tiles
1620,wood
1621,hard_tiles_large_space
1622,tiled
1623,tiled
1624,hard_tiles_large_space
1625,concrete
1626,soft_tiles
1627,tiled
1628,concrete
1629,fine_concrete
1630,hard_tiles_large_space
1631,concrete
1632,hard_tiles_large_space
1633,fine_concrete
1634,fine_concrete
1635,concrete
1636,hard_tiles_large_space
1637,hard_tiles_large_space
1638,hard_tiles_large_space
1639,hard_tiles_large_space
1640,soft_tiles
1641,soft_pvc
1642,hard_tiles_large_space
1643,hard_tiles_large_space
1644,fine_concrete
1645,concrete
1646,concrete
1647,soft_tiles
1648,fine_concrete
1649,tiled
1650,carpet
1651,fine_concrete
1652,concrete
1653,hard_tiles_large_space
1654,concrete
1655,concrete
1656,fine_concrete
1657,soft_tiles
1658,concrete
1659,hard_tiles_large_space
1660,concrete
1661,hard_tiles_large_space
1662,concrete
1663,tiled
1664,hard_tiles_large_space
1665,concrete
1666,tiled
1667,concrete
1668,hard_tiles_large_space
1669,carpet
1670,hard_tiles_large_space
1671,tiled
1672,carpet
1673,concrete
1674,hard_tiles_large_space
1675,concrete
1676,tiled
1677,hard_tiles_large_space
1678,concrete
1679,concrete
1680,concrete
